No Document,title,Description,Mati,Sakit,Keparahan
53,UI Kembangkan Alat Deteksi Pneumonia Akibat Corona Berbasis Kecerdasan Buatan,"\-

Universitas Indonesia (UI) mengembangkan sebuah alat bantu untuk memprediksi
kasus pneumonia akibat virus Corona (COVID-19) dengan menggunakan program
berbasis kecerdasan buatan (artificial intelligence) deep-learning. Alat
tersebut bernama DSS-CovIDNet.

Pengembangan alat tersebut dilakukan melalui Kelompok Bidang Ilmu (KBI) Fisika
Medis & Biofisika dan KBI Instrumentasi Fisika pada Departemen Fisika Fakultas
Matematika dan Ilmu Pengetahuan Alam UI (FMIPA UI). Program tersebut dirancang
oleh tim mahasiswa S2 serta alumni dari Departemen Fisika FMIPA UI yang
tergabung dalam tim riset AIRA (artificial intelligence for radiological
applications) di bawah arahan Prof. Dr. Djarwani S. Soejoko, FIOMP, dan
Prawito, Ph.D.

DSS-CovIDNet itu menggunakan konsep convolutional neural network (CNN) untuk
melakukan klasifikasi dari citra roentgen dada ke dalam 3 kelompok, yakni
pneumonia COVID-19, pneumonia non-COVID-19, dan paru normal dengan akurasi
mencapai 98,44 persen.

""Adanya DSS-CovIDNet diharapkan mampu berkontribusi menambah keyakinan
diagnosis dan mengurangi beban dokter spesialis radiologi dengan tingginya
workload terkait diagnosis dan pemantauan kasus COVID-19."" kata Koordinator
Tim AIRA, Lukmanda Evan Lubis dalam keterangan tertulis yang diterima dari
Kepala Biro Humas dan KIP UI, Amelita Lusia, Kamis (14/5/2020).

Wakil Rektor UI bidang Riset dan Inovasi Prof Abdul Haris menambahkan bahwa
alat tersebut memiliki tingkat akurasi yang tinggi. Haris mengatakan
penelitian berkenaan dengan deteksi pneumonia ini tidak hanya dilakukan oleh
satu kelompok penelitian ini saja, melainkan ada tiga tim peneliti
interdisipliner lainnya di UI untuk mendeteksi pneumonia COVID-19 menggunakan
artificial intelligent berdasarkan data radiologis, salah satunya Tim peneliti
dari Fakultas Kedokteran UI (FKUI), IMERI-FKUI, RSCM, dan RSUI yang bekerja
sama dengan DELFT Imaging CAD4COVID di bawah koordinasi Prasandhya Astagiri
Yusuf, S.Si, M.T, Ph.D bersama dr. Eric Daniel Tenda, SpPD, FINASIM, dan dr.
Benny Zulkarnaen, SpRad(K).

Selain itu, terdapat pula kelompok peneliti FKUI lainnya di bawah arahan dr.
Cleopas Martin Rumende, Sp.PD-KP dan dr. Telly Kamelia, SpPD, KP untuk
mengembangkan algoritma deteksi. Berikutnya, tim peneliti dari Fakultas Ilmu
Komputer UI (Fasilkom UI) yang dipimpin oleh Mirna Adriani, Dra, B.Sc, Ph.D,
Dina Chahyati, S.Kom., M.Kom. yang bekerja sama dengan tim dari AI Center
Fasilkom UI.

Deskripsi mengenai metode dan hasil sementara menggunakan dataset opensource
dapat diunduh di https://arxiv.org/abs/2005.04562. Sementara, proses validasi
dengan menggunakan data pasien anonim Indonesia telah diinisiasi melalui kerja
sama dengan staf Departemen Radiologi Fakultas Kedokteran UI (FKUI), tim Unit
Radiologi Rumah Sakit UI (RSUI), dan Instalasi Radiologi RSUD Cibinong.

Pembuatan program tersebut didukung penuh oleh FMIPA UI dan dapat diakses
untuk uji coba pada http://sci.ui.ac.id/detectcovid/ dengan menggunakan access
key yang dapat diminta secara gratis via email ke _aira.medphy.ui@gmail.com_.
Pengguna dibatasi pada tenaga medis dan kesehatan di bidang radiologi.

 ",0,1,rendah
54,Pengacara Ungkap Kesehatan Muhammad Kace Turun Drastis Usai DBD,"\-

Terdakwa kasus dugaan penistaan Agama M Kace alias M Kosman terkena demam
berdarah dengue (DBD). Pengacara Kace, Kamaruddin Simanjuntak mengatakan
kondisi kesehatan Kace menurun drastis sejak sakit.

Awalnya Kamaruddin menjelaskan terkait kronologi sakit DBD yang diderita Kace.
Dia menyebut Kace sempat jatuh pingsan di ruang sidang PN Ciamis pada Jumat
(24/12) yang lalu.

""Kemarin malam Natal dan/atau Jumat malam tanggal 24 Desember 2021, sewaktu
sidang marathon 2 hari 2 malam, MKC yang sebelumnya telah dalam keadaan sakit.
Telah jatuh dan pingsan di ruang sidang utama Cakra PN Ciamis di hadapan
Majelis Hakim, JPU (jaksa penuntut umum), PH (penasihat hukum) dan pengunjung
sidang perkara pudana Nomor 186,"" kata Kamaruddin dalam keterangannya, Selasa
(28/12/2021).

Kamaruddin mengungkap saat itu dirinya mengajukan permohonan pengobatan dan
pembantaran terhadap Kace kepada Ketua PN Ciamis. Namun, katanya, permohonan
itu ditolak gegara dokter dari kejaksaan menyebut Kace dalam kondisi sehat.

""Hanya ditetapkan oleh Majelis Hakim untuk 1 × 24 jam saja, akibat dokter dari
Kejaksaan selalu bilang MKC sehat-sehat saja & dapat beraktifitas, dengan suhu
39.6 derajat celcius,"" ucapnya.

##

Kemudian keesokan harinya, Kamaruddin menyebut Kace dibawa ke RSUD dari PN
Ciamis oleh ambulans. Dia juga mengaku mengajukan kembali surat permohonan
perpanjangan waktu untuk Kace agar dapat dirawat lanjutan di RSUD Ciamis
sekaligus menolak pemulangan Kace.

""Hari ini tanggal 25 Desember 2021, kami telah tandatangi surat menolak
pemulangan MKC dari RSUD Ciamis oleh JPU sesuai penetapan 1 × 24 jam yang
ditetapkan oleh Majelis Hakim PN Ciamis, dengan alasan kesehatan MKC saat ini
sangat menurun,"" ujarnya.

 _Simak selengkapnya soal kondisi terkini M Kace di halaman berikutnya._

 __

 __

[Gambas:Video 20detik]

 _  
  
_

Selanjutnya __

Halaman

1  2

 ",0,1,rendah
55,"Selain Kasus Corona, Bupati Iskandar Minta Pasien DBD-ISPA di OKI Dipantau","\-

Bupati Ogan Komering Ilir (OKI), Iskandar secara resmi membentuk tim Satgas
Pencegahan Virus Corona di daerah Ogan Komering Ilir (OKI), Sumatera Selatan
(Sumsel). Selain virus asal Wuhan itu, Iskandar juga minta pasien DBD hingga
ISPA dipantau.

""Pemkab OKI membentuk Satgas dalam upaya antisipasi penyebaran virus Covid-19.
Satgas nanti melakukan identifikasi dan pendataan bila ada warga kita yang
mengalami gejala COVID-19,"" kata Bupati kepada wartawan, Kamis (19/3/2020).

Satgas yang dikomandoi oleh BPBD OKI, lanjut Iskandar, bakal memonitor warga
yang memiliki riwayat perjalanan ke luar negeri. Tidak terkecuali daerah yang
kini terjangkit di Indonesia.

""Selain identifikasi warga yang mengalami indikasi klinis Corona, kita juga
monitoring warga jika histori perjalanan ke luar negeri. Termasuk ke daerah
yang terjangkit dalam kurun waktu 2 minggu ini, semua dipantau,"" kata
Iskandar.

Tak hanya COVID-19, Dinas Kesehatan dan Puskesmas pun diminta untuk memantau
pasien demam berdarah (DBD) dan ISPA. Hal ini, kata Iskandar, karena gejala
kedua penyakit tidak berbeda jauh dengan gejala virus Corona.

""Jadi gejala klinis COVID-19 agar dipantau Puskesmas dan pusat layanan
kesehatan. Termasuk keluhan-keluhan ISPA atau DBD agar dipantau karena ini kan
hampir mirip juga dengan COVID-19, saya minta laporan rutinya,"" kata Iskandar.

Sementara Kepala Dinas Kesehatan OKI, Iwan Setiawan menyebut pihaknya terus
melakukan upaya preventif penyebaran virus Corona di Bumi Bende Seguguk. Ia
mencatat ada 4 warganya yang dipantau karena baru pulang dari China.

""Sejak Januari lalu ada 4 orang yang baru pulang dari China dan ditetapkan
sebagai ODP (orang dalam pantauan). Setelah ini dilakukan rutin 14 hari mereka
semuanya tidak menunjukkan ada gejala dan sehat,"" katanya.

Terkait penyakit DBD dan ISPA yang juga terus dipantau, disebut Iwan belum ada
peningkatan signifikan sejak Januari hingga Februari. Termasuk di pertengahan
Maret ini.

[Gambas:Video 20detik]

  
  

 ",0,1,rendah
56,Tolong! Tangan Bocah 6 Tahun di Jombang Ini Bengkak Karena Tumor Ganas,"\-

Tangan kanan Muhammad Alvico Nur Hidayatullah membengkak karena digerogoti
tumor ganas. Bocah 6 tahun ini setiap hari harus menahan sakit karena
penyakitnya tersebut.

Vico, panggilan akrabnya, merupakan anak bungsu dari tiga bersaudara pasangan
Sutomo (44) dan Uriyati (40). Keluarga ini tinggal di Dusun Ploso, Desa
Plosogenuk, Kecamatan Perak, Jombang.

Ditemui di rumahnya, Vico sedang merintih kesakitan di pangkuan ibunya. Rasa
panas dan nyeri yang dirasakan bocah 6 tahun ini berasal dari tangan kanannya.

Ya, tangan Vico membengkak mulai ketiak. Ujung jemarinya juga nampak membesar.
Terdapat beberapa benjolan pada tangan tersebut.

""Yang dirasakan Vico sakit cenut-cenut dan panas,"" kata Uriyati kepada
wartawan di rumahnya, Kamis (3/9/2020).

Ibu tiga anak ini menuturkan, Vico divonis dokter menderita tumor ganas pada
Juni 2020. Itu setelah anak bungsunya itu melalui beberapa tahap pemeriksaan
medis.

""Awalnya badannya panas dan ada benjolan di tangan. Saya periksakan ke dokter,
disuruh kasih air hangat. Sebulan kemudian disuruh foto, katanya daging tumbuh
atau uci-uci. Sebulan lagi membesar. Saya periksakan ke laboratorium, ternyata
tumor ganas,"" terangnya.

Setelah divonis mengidap tumor ganas, lanjut Uriyati, Vico dirujuk ke RS
Pelengkap Medical Center, Jombang. Namun, rumah sakit swasta tersebut tidak
mampu merawat sehingga merujuk Vico ke RSU Dr Soetomo, Surabaya. Biaya
pengobatannya menggunakan Kartu Indonesia Sehat (KIS).

""Penanganan di Soetomo diperiksa-periksa. Anaknya takut sama jarum, minta
pulang setelah seminggu dirawat. Disuruh nunggu operasi tapi masih lama,
sampai tiga bulan karena antrean,"" ungkapnya.

Selanjutnya __

Halaman

1  2

 ",0,1,rendah
57,"Selama 2017, Dua Warga Garut Meninggal Akibat Difteri","\- Wabah difteri ditemukan di Kabupaten Garut, Jawa Barat. Selama 2017 ini
tercatat 11 warga Garut terserang difteri.  
  
""Sembilan orang sekarang sudah kembali pulih. Dua orang meninggal awal tahun
ini,"" kata Kepala Dinas Kesehatan (Kadinkes) Garut Tenny Swara Rifai di
kantornya, Jalan Proklamasi, Tarogong Kidul, Garut, Jumat (8/12/2017).  
  
Dia menjelaskan untuk kasus difteri banyak ditemukan di wilayah selatan
Kabupaten Garut, seperti Cikajang, Cihurip, Bayongbong dan Bungbulang.  
  

""Penanganannya dilakukan di RSHS Bandung. Kita tidak menyediakan obat dan
vaksin karena jarang kasusnya,"" ungkapnya.  
  
Menurut dia, jumlah kasus tersebut meningkat dari 2016. ""Tahun lalu ada lima
kasus, tahun ini meningkat dua kali lipat,"" tutur Tenny.  
  
Berdasarkan data Dinkes Jabar, Garut berada di peringkat lima untuk daerah
dengan kasus difteri terbanyak di Jabar yaitu 11 kasus.  
  
Di atas Garut ada Kota Bekasi serta Kota Depok dengan 12 kasus dan Kabupaten
Karawang dengan 14 kasus. Urutan pertama di Kabupaten Purwakarta dengan 27
kasus.  
  
""Untuk mencegah masyarakat diimbau untuk mengimunisasi anaknya secara
bertahap. Mulai bayi 12 bulan, 18 bulan hingga saat duduk di kelas lima (SD),""
ujar Tenny.

 ",2,3,rendah
58,"Tekan Balita Stunting, Pemkab Mojokerto Gencarkan Pemakaian Pil KB","\-

Pemkab Mojokerto menggelar gebyar pemakaian pil KB khusus Ibu menyusui dan
pelayanan KB implan. Kegiatan ini untuk mempercepat penurunan angka balita
stunting di Bumi Majapahit.

Gebyar pemakaian pil KB khusus Ibu menyusui dan pelayanan KB implan salah
satunya digelar di Kampung KB Desa Kepuhanyar, Mojoanyar, Kabupaten Mojokerto
siang tadi. Kegiatan ini diawali dengan kunjungan terhadap 3 keluarga berisiko
stunting di kampung tersebut.

Kunjungan dilakukan langsung Bupati Mojokerto, Ikfina Fahmawati bersama Kepala
Badan Kependudukan dan Keluarga Berencana Nasional (BKKBN), Hasto Wardoyo,
Kepala Perwakilan BKKBN Jatim, Maria Ernawati dan Ketua Tim Penggerak PKK
Jatim, Arumi Bachsin.

Hadir pula Sekda Kabupaten Mojokerto, Teguh Gunarko, Kepala Dinas Pengendalian
Penduduk Keluarga Berencana dan Pemberdayaan Perempuan (DP2KBP2), Sujatmiko,
Kepala Dinas Kesehatan, Ulum Rokhmat Rokhmawan, serta Ketua Tim Penggerak PKK
Kabupaten Mojokerto, Shofiya Hana.

Selanjutnya, mereka menghadiri gebyar pemakaian serentak pil KB khusus ibu
menyusui di Kantor Desa Kepuhanyar. Di tempat ini, puluhan emak-emak warga
setempat yang masih menyusui bayinya, mendapatkan pil KB mini secara cuma-
cuma.

Pil tersebut hanya mengandung hormon progesteron. Selain untuk mencegah
kehamilan, pil KB mini sangat berguna untuk melancarkan produksi air susu ibu
(ASI). Cara pemakaiannya diminum pada waktu yang sama setiap hari.

""Pil KB ini juga untuk membantu ASI semakin lancar. Untuk yang belum pernah KB
yang lain, bisa pakai pil KB khusus menyusui ini,"" kata Kepala BKKBN RI, Hasto
Wardoyo di lokasi, Kamis (14/4/2022).

Hasto juga menyampaikan sejumlah edukasi kepada emak-emak yang masih menyusui
untuk mencegah anak mereka mengalami stunting. Yaitu kondisi gagal tumbuh pada
anak-anak akibat kekurangan gizi dalam waktu lama

Menurutnya, memberikan ASI wajib dilakukan sampai bayi berusia 2 tahun. Setiap
ibu juga harus menyusui bayi sesering mungkin agar produksi ASI semakin
lancar.

""Pedoman menyusui, begitu anak menangis langsung disusui supaya tidak lebih
dari 3 jam. Menyusui harus pakai kedua payudara secara bergiliran. Sehingga
payudara tidak sakit, produksi ASI-nya baik,"" terangnya.

Bupati Ikfina bersama Hasto dan Arumi lantas meninjau pelayanan KB implan di
Kantor Desa Kepuhanyar. Kampung KB ini menyediakan tempat khusus di kantor
desa untuk melayani kontrasepsi tersebut.

Hari ini saja, terdapat 20 akseptor atau emak-emak peserta KB implan.
Kontrasepsi jenis ini dilakukan dengan metode melepaskan hormon progesteron
pada wanita untuk mencegah kehamilan. Implan dimasukkan di lengan atas masing-
masing akseptor.

Ikfina menjelaskan, gebyar pemakaian pil KB khusus ibu menyusui dan pelayanan
KB implan untuk mempercepat penurunan kasus stunting di Kabupaten Mojokerto.
Karena berdasarkan hasil survei Studi Status Gizi Indonesia (SSGI) tahun 2021,
prosentase balita stunting di Kabupaten Mojokerto mencapai 27,4 persen atau
25.806 jiwa.

""Kami sudah membentuk TPPS (Tim Percepatan Penurunan Stunting) sampai tingkat
desa. Angka 27,4 persen itu benar-benar kami nyatakan, kami cek di lapangan,""
jelasnya.

Selain itu, kata Ikfina, Pemkab Mojokerto juga berupaya mencegah kasus baru
balita mengalami stunting dengan melakukan intervensi terhadap para calon
pengantin dan ibu hamil. Ribuan anggota tim pendamping keluarga juga
dikerahkan untuk mengupayakan para bayi berusia di bawah 2 tahun tumbuh
maksimal.

""Ada 862 tim pendamping keluarga di Kabupaten Mojokerto, setiap tim 3 orang,
saya rasa sangat cukup,"" tandasnya.

  
  
  
[Gambas:Video 20detik]  

 ",0,1,rendah
59,"Tak Ada Biaya, Yuliastri Sudah 4 Tahun Hidup dengan Kanker Mata","\- Empat tahun berlalu, warga Desa Rababaka, Kecamatan Woja, Kabupaten Dompu
NTB, Yuliastri Muliani (30), hidup dengan kanker ganas pada mata kirinya.
Yuliastri tidak bisa berobat karena hidup berada di bawah garis kemiskinan
dengan pendapatan yang pas-pasan.  
  
""Sudah empat tahun saya hidup dengan penyakit ini, saya tidak punya uang untuk
berobat,"" ujar Yuliastri kepada Senin (05/03/2018).  
  
Dia pernah berobat di puskesmas, tapi disarankan untuk berobat lebih lanjut ke
RSUD Dompu. Akan tetapi itu tidak mampu dilakukannya karena terkendala biaya.  
  

Ibu tiga anak ini tidak menyangka penyakitnya itu akan separah ini. Berawal
dari mata kemerahan lalu ia dikucek-kucek, matanya semakin terasa perih, lalu
diolesi obat tradisional. Tapi kondisi matanya makin fatal seperti sekarang.  
  
""Awalnya mata saya merah-merah, lalu dikucek dan makin perih. Selama ini saya
hanya berobat pakai obat tradisional,"" terangnya.  
  
Sementara itu, seorang mahasiswa, Adi Putra Darmawansyah, mengaku akan
mengurus surat-surat agar ibu tersebut bisa memperoleh kartu jaminan
kesehatan.  
  
""Tadi saya sudah ke Dinas Kesehatan Dompu untuk urus surat-surat. Selama empat
tahun, ibu itu belum tahu diagnosa penyakitnya. Makanya dari itu, kita bantu
dan akan kita bawa ke rumah sakit,"" ujarnya.

 ",0,1,rendah
60,"Update COVID Sultra 7 Maret: Tambah 81 Positif, Kasus Aktif Kini 1.141","\-

Kasus COVID-19 di Sulawesi Tenggara (Sultra) bertambah 81 kasus hari ini.
Tambahan itu membuat kasus aktif COVID di Sultra menjadi 1.141.

Data tersebut berdasarkan laporan Satgas COVID-19 Sultra yang diterima pada
Senin (7/3/2022). Tambahan 81 kasus positif hari ini naik dari hari sebelumnya
yang hanya 42 kasus.

Sementara untuk angka kesembuhan hari ini bertambah 293 kasus. Tambahan kasus
ini naik drastis dari 89 kasus sembuh pada sehari sebelumnya.

  

Selanjutnya Satgas COVID-19 Sultra melaporkan tidak ada tambahan kasus
meninggal untuk hari ini.

Dengan adanya penambahan kasus baru itu, total konfirmasi positif COVID-19 di
Sultra sudah mencapai 25.099 kasus, dengan 23.405 kasus sembuh, dan 553 kasus
meninggal dunia.

Kemudian untuk angka sebaran kasus baru tertinggi hari ini terjadi di
Kabupaten Konawe 34 kasus, Kota Kendari 12 kasus, Muna 11 kasus, Kolaka 7
kasus, Buton Utara dan Kolaka Timur masing-masing 3 kasus.

Sementara Kabupaten Konawe Selatan, Bombana, Kolaka Utara, dan Konawe Utara
masing-masing 2 kasus. Sedangkan Kabupaten Buton, Buton Selatan dan Konawe
Kepulauan masing-masing 1 kasus.

Sedangkan wilayah lainnya tidak ditemukan penambahan kasus baru seperti
Kabupaten Wakatobi, Muna Barat, Buton Tengah dan Kota Baubau.

  
  
  
[Gambas:Video 20detik]  

 ",1,81,parah
61,Kisah Pilu Suami di Lombok Stroke Ditendang Istri Akhirnya Meninggal,"\-

H (60), pria Lombok Timur, Nusa Tenggara Barat (NTB) yang sakit stroke
ditendang istri, R (43), saat dimandikan meninggal dunia. Aksi R menendang
suaminya itu viral di media sosial.

Video R memandikan suaminya itu berdurasi 1 menit. H yang berposisi jongkok
dimandikan dengan air dari selang. Badan dan kepalanya ditendang wanita itu.

""Kemarin kita sudah kroscek video itu kebenarannya, kita hubungi kadus (kepala
dusun), kades (kepala desa), dan sama-sama bersama mereka mengecek kejadian
tersebut dan memang benar kejadian itu,"" ujar Kasat Reskrim Polres Lombok
Timur AKP Daniel Pantogi, Senin (6/7/2020).

Daniel Pantogi mengatakan aksi di video itu terjadi pada Kamis (2/7). Keduanya
adalah suami-istri. Istri inisial R (43) dan suami inisial H (60).

Polisi dan pihak terkait lalu mengumpulkan mereka di kantor kepala desa. Si
istri mengaku salah dan meminta maaf.

""Kita beri pengertian kepada istrinya dan suaminya juga mau memaafkan. Memang
istrinya melakukan hal itu, dia meminta maaf dan mengaku salah dan tidak akan
melakukan lagi. Kita buatkan surat pernyataan tidak akan melakukan lagi,""
ujarnya.

Selanjutnya __

Halaman

1  2

 ",1,1,rendah
62,5.392 Balita di Kota Bogor Alami Stunting,"\-

Sebanyak 5.392 anak balita di Kota Bogor mengalami _stunting_. Perbandingannya
adalah dari setiap 16 anak balita di Kota Bogor, satu di antaranya _stunting_.

""Balita di Kota Bogor yang jumlahnya mencapai 84.729 balita, dengan kondisi
_stunting_ berada di angka 5.392 anak,"" kata Sekda Kota Bogor Syarifah Sofiah
dalam keterangan tertulis yang diterima , Rabu (27/10/2021).

Balita dengan kondisi _stunting_ , Syarifah mengungkapkan, menyebar di
beberapa kecamatan Kota Bogor. Dari total 68 kelurahan yang di Kota Bogor, ada
20 kelurahan dengan angka _stunting_ -nya di atas 10 persen.

Menurut Syarifah, pencegahan _stunting_ tidak hanya dilakukan terhadap balita.
Pencegahan dini dapat dilakukan terhadap ibu hamil sehingga tidak melahirkan
bayi dengan kondisi kurang gizi.

""Antisipasi pencegahan terhadap ibu hamil (bumil) yang berjumlah sebanyak
19.238 orang juga diperlukan. Selain itu dari keseluruhan kelurahan di Kota
Bogor, masih ada 20 kelurahan yang angka _stunting_ -nya di atas 10 persen.
Untuk itu diperlukan intervensi dan penanganan yang intensif,"" katanya.

""Jika tidak ditangani, akan muncul _stunting_ - _stunting_ baru. Beberapa
program sudah dijalani sebagai langkah pencegahannya,"" kata Syarifah
menambahkan.

Pencegahan yang dilakukan terhadap ibu hamil, dilakukan langkah intervensi
secara sungguh-sungguh dalam 1.000 hari pertama kehidupan. Beberapa pendekatan
dalam upaya pencegahan dilakukan adalah konvergensi yang sudah dilakukan
secara bersama-sama adalah intervensi gizi spesifik (30 persen) dan intervensi
gizi sensitif (70 persen).

""Untuk yang 30 persen dilakukan dengan paket layanan intervensi KIA dan
konseling kesehatan, gizi oleh Dinas Kesehatan. Untuk yang 70 persen, harus
dilakukan secara terintegrasi dengan pihak-pihak pemilik dan pengambil
kewenangan yang terlibat dalam penanganan stunting, di antaranya bicara berapa
layanan air bersih dan sanitasi,"" kata Syarifah.

""Untuk Kota Bogor air bersih yang dilayani PDAM berada di angka 77,3 persen,
sisanya masih belum menerima layanan air bersih. Untuk sanitasi, dari 68
kelurahan belum ada yang bebas ODF (Open Defecation Free) atau stop buang air
besar sembarangan,"" ujar Syarifah.

 ",0,0,rendah
