tingakt,parent,similarity
4,kelaparan,"[('wabah', 0.7254995703697205), ('epidemi', 0.7152317762374878), ('kekeringan', 0.6980215907096863), ('kesengsaraan', 0.6552020311355591), ('malapetaka', 0.6528469324111938), ('kesusahan', 0.6507555842399597), ('kolera', 0.6446535587310791), ('kepanikan', 0.6189945936203003), ('berkepanjangan', 0.6022981405258179), ('penderitaan', 0.5947527885437012)]"
4,gempa,"[('tsunami', 0.6986302137374878), ('letusan', 0.6307534575462341), ('guncangan', 0.6146719455718994), ('bencana', 0.5899478793144226), ('longsor', 0.5516852736473083), ('erupsi', 0.5497839450836182), ('ledakan', 0.5459515452384949), ('mengguncang', 0.544715940952301), ('pascagempa', 0.5174664258956909), ('banjir', 0.512455940246582)]"
4,kekeringan,"[('kelaparan', 0.6980215907096863), ('erosi', 0.690958559513092), ('pendangkalan', 0.6743497848510742), ('epidemi', 0.6658161282539368), ('berkepanjangan', 0.6453440189361572), ('pengikisan', 0.6423711180686951), ('banjir', 0.6403771042823792), ('abrasi', 0.6378408670425415), ('kelangkaan', 0.6311964392662048), ('sedimentasi', 0.626994252204895)]"
4,tsunami,"[('gempa', 0.6986302137374878), ('earthquake', 0.601925790309906), ('terjangan', 0.597658634185791), ('letusan', 0.578025758266449), ('guncangan', 0.5731687545776367), ('gempabumi', 0.5609593391418457), ('bencana', 0.5605586767196655), ('diterjang', 0.5605236887931824), ('taifun', 0.5476126074790955), ('longsor', 0.5412030220031738)]"
4,bahaya,"[('ancaman', 0.6728236675262451), ('ketakutan', 0.5971754193305969), ('risiko', 0.5943428874015808), ('malapetaka', 0.5674025416374207), ('kerentanan', 0.5620706081390381), ('kerawanan', 0.5592927932739258), ('kemalangan', 0.5551775693893433), ('kesusahan', 0.5538588166236877), ('dampaknya', 0.5538120865821838), ('kegelisahan', 0.5460911989212036)]"
4,imbas,"[('dampaknya', 0.6941235065460205), ('imbasnya', 0.6716579794883728), ('dampak', 0.6671238541603088), ('akibat', 0.6257323622703552), ('terjangan', 0.5810922980308533), ('guncangan', 0.5616378784179688), ('hantaman', 0.5395365357398987), ('goncangan', 0.5283870697021484), ('musibah', 0.5277515649795532), ('dampat', 0.525274395942688)]"
4,dampaknya,"[('dampak', 0.7717674374580383), ('imbas', 0.6941234469413757), ('ketergantungan', 0.6311742663383484), ('kerentanan', 0.6292118430137634), ('ketahanannya', 0.6266824007034302), ('ketidaknyamanan', 0.6246439218521118), ('imbasnya', 0.6196830868721008), ('kerawanan', 0.6124191880226135), ('kekeringan', 0.601213812828064), ('kerugian', 0.5977817177772522)]"
4,kebutaan,"[('pendarahan', 0.7707316875457764), ('kelumpuhan', 0.754375159740448), ('keguguran', 0.7207955121994019), ('amnesia', 0.7192709445953369), ('kecacatan', 0.7150944471359253), ('paralisis', 0.7135005593299866), ('trauma', 0.709077000617981), ('obesitas', 0.7021826505661011), ('iritasi', 0.7004508972167969), ('pneumonia', 0.6954706907272339)]"
4,guncangan,"[('goncangan', 0.708687424659729), ('getaran', 0.676841139793396), ('ledakan', 0.661625325679779), ('gempa', 0.6146718859672546), ('susulan', 0.6102031469345093), ('benturan', 0.6069521903991699), ('kepanikan', 0.6051959991455078), ('hantaman', 0.6041735410690308), ('terjangan', 0.6025983691215515), ('deformasi', 0.5824751853942871)]"
4,iritasi,"[('radang', 0.8287108540534973), ('pembengkakan', 0.8174100518226624), ('peradangan', 0.8058568835258484), ('ruam', 0.7960351705551147), ('bengkak', 0.7878204584121704), ('gatal', 0.7874936461448669), ('diare', 0.7841020226478577), ('perdarahan', 0.7794148921966553), ('anemia', 0.7614167332649231), ('penyumbatan', 0.7498725652694702)]"
4,kerugian,"[('defisit', 0.670225203037262), ('kegagalan', 0.6281883716583252), ('inflasi', 0.6213100552558899), ('surplus', 0.6193073391914368), ('ketidaknyamanan', 0.6105591654777527), ('risiko', 0.6003192663192749), ('keuntungan', 0.5977896451950073), ('dampaknya', 0.5977817177772522), ('kerugiannya', 0.5975783467292786), ('rugi', 0.5953739881515503)]"
4,goncangan,"[('guncangan', 0.708687424659729), ('benturan', 0.6761403679847717), ('ketidaknyamanan', 0.6758238673210144), ('getaran', 0.6636800169944763), ('gesekan', 0.6528750658035278), ('turbulensi', 0.6302309036254883), ('perlambatan', 0.6271906495094299), ('halusinasi', 0.6245195865631104), ('kepanikan', 0.6229295134544373), ('hantaman', 0.6185899376869202)]"
4,macet,"[('kemacetan', 0.7596261501312256), ('melambat', 0.6023170351982117), ('penundaan', 0.5950197577476501), ('kelelahan', 0.5943151712417603), ('keterlambatan', 0.5899851322174072), ('panik', 0.5811535120010376), ('rusak', 0.5788413882255554), ('anjlok', 0.578083872795105), ('tersendat', 0.5674574971199036), ('ambruk', 0.5661388039588928)]"
4,kemurkaan,"[('malapetaka', 0.6969886422157288), ('kemarahan', 0.6856340169906616), ('murka', 0.6767461895942688), ('kebencian', 0.6666713953018188), ('kecemburuan', 0.6562178134918213), ('ketakutan', 0.6465212106704712), ('amarah', 0.6407554745674133), ('godaan', 0.6334323287010193), ('kutukan', 0.6195973753929138), ('kekejian', 0.6153609156608582)]"
4,kesusahan,"[('kesengsaraan', 0.8323214054107666), ('kesukaran', 0.7800137996673584), ('penderitaan', 0.7555490732192993), ('kemalangan', 0.7461698651313782), ('kesedihan', 0.7110246419906616), ('malapetaka', 0.6900720596313477), ('kesialan', 0.6716960072517395), ('kesesakan', 0.6700328588485718), ('cobaan', 0.6620076298713684), ('siksaan', 0.6566615700721741)]"
4,celaka,"[('malapetaka', 0.6886796951293945), ('pedih', 0.6724750399589539), ('murka', 0.6601613759994507), ('azab', 0.6419166326522827), ('ditimpa', 0.623318076133728), ('kutuk', 0.602088987827301), ('kesakitan', 0.6003091335296631), ('ayahmu', 0.5976310968399048), ('kesialan', 0.5934010744094849), ('ulah', 0.5912846922874451)]"
4,kesengsaraan,"[('kesusahan', 0.8323214054107666), ('penderitaan', 0.8055033087730408), ('kesukaran', 0.7740141153335571), ('kesesakan', 0.6997967958450317), ('malapetaka', 0.6828626990318298), ('kemalangan', 0.6730167865753174), ('kelaparan', 0.6552019715309143), ('kehancuran', 0.6551867127418518), ('kebinasaan', 0.6486092209815979), ('siksaan', 0.6465407609939575)]"
4,murka,"[('amarah', 0.7678683400154114), ('ketakutan', 0.7105533480644226), ('geram', 0.6903944611549377), ('marah', 0.6854446530342102), ('malapetaka', 0.6812095046043396), ('kemarahan', 0.679832398891449), ('kemurkaan', 0.6767460107803345), ('kemarahannya', 0.6714698672294617), ('cemburu', 0.6675567626953125), ('cemas', 0.6662213802337646)]"
4,kehancuran,"[('kejatuhan', 0.753883957862854), ('keruntuhan', 0.7522985935211182), ('hancurnya', 0.7423831820487976), ('kekacauan', 0.6837317943572998), ('malapetaka', 0.676516056060791), ('penghancuran', 0.670771598815918), ('kesengsaraan', 0.6551867127418518), ('jatuhnya', 0.6487542986869812), ('kemunduran', 0.6476424932479858), ('kemusnahan', 0.6356762647628784)]"
4,azab,"[('pedih', 0.6990923881530762), ('durhaka', 0.6718212366104126), ('malapetaka', 0.6618532538414001), ('celaka', 0.6419166922569275), ('godaan', 0.6329800486564636), ('petaka', 0.6275233626365662), ('anakku', 0.6224656105041504), ('fitnah', 0.6218087673187256), ('sengsara', 0.617972195148468), ('ibuku', 0.6137763261795044)]"
4,kebinasaan,"[('malapetaka', 0.6580451130867004), ('kesengsaraan', 0.6486093401908875), ('kehancuran', 0.6218792200088501), ('kemusnahan', 0.6138035655021667), ('kesusahan', 0.6095229983329773), ('siksaan', 0.6088485717773438), ('kemalangan', 0.5968800187110901), ('murka', 0.5962330102920532), ('pencobaan', 0.5945398807525635), ('penderitaan', 0.5910065770149231)]"
4,kesedihan,"[('kesedihannya', 0.7892522215843201), ('kegembiraan', 0.7634096145629883), ('penyesalan', 0.7534231543540955), ('kemalangan', 0.7457284927368164), ('keputusasaan', 0.7446311712265015), ('penderitaan', 0.7420848608016968), ('amarah', 0.736792802810669), ('sedih', 0.7197165489196777), ('kesusahan', 0.7110245823860168), ('dukacita', 0.7076136469841003)]"
4,kesukaran,"[('kesusahan', 0.7800137996673584), ('kesengsaraan', 0.7740141749382019), ('penderitaan', 0.724096953868866), ('kemalangan', 0.7172107696533203), ('kesesakan', 0.6961871385574341), ('pencobaan', 0.6810397505760193), ('kesulitan', 0.6696256399154663), ('ketidaknyamanan', 0.6687650084495544), ('kesedihan', 0.668082058429718), ('kesialan', 0.6417180299758911)]"
4,penderitaan,"[('kesengsaraan', 0.8055033683776855), ('kesusahan', 0.7555491328239441), ('kesedihan', 0.7420849204063416), ('kesukaran', 0.7240970134735107), ('kebodohan', 0.6987184286117554), ('kemalangan', 0.6978477835655212), ('siksaan', 0.6934671401977539), ('pencobaan', 0.6866294145584106), ('penyesalan', 0.6861457824707031), ('kegelisahan', 0.6836532950401306)]"
4,siksaan,"[('penderitaan', 0.6934671401977539), ('cobaan', 0.6915394067764282), ('kemalangan', 0.679157555103302), ('kesusahan', 0.6566616296768188), ('penyesalan', 0.6553307771682739), ('kesengsaraan', 0.6465408802032471), ('penganiayaan', 0.6439391374588013), ('penyiksaan', 0.6392107605934143), ('kesakitan', 0.6367071866989136), ('godaan', 0.6333714723587036)]"
4,kekecewaan,"[('ketidakpuasan', 0.800069272518158), ('kemarahan', 0.7669437527656555), ('kekaguman', 0.7294260263442993), ('kecemburuan', 0.7276532053947449), ('keprihatinan', 0.7115001678466797), ('ketidaksenangan', 0.7080704569816589), ('ketidaksukaan', 0.7072644829750061), ('kecurigaan', 0.705791175365448), ('antusiasme', 0.6889265775680542), ('kebencian', 0.6870341300964355)]"
4,kekacauan,"[('kepanikan', 0.7673986554145813), ('pergolakan', 0.7159456610679626), ('kericuhan', 0.7040306329727173), ('pertikaian', 0.6948493719100952), ('ketidakstabilan', 0.6912050843238831), ('perpecahan', 0.685911238193512), ('kebuntuan', 0.6838061809539795), ('kehancuran', 0.6837318539619446), ('ketegangan', 0.6758793592453003), ('kegemparan', 0.6745120882987976)]"
4,cobaan,"[('siksaan', 0.6915394067764282), ('kesialan', 0.6782673597335815), ('kesusahan', 0.6620075702667236), ('kemalangan', 0.653069257736206), ('tantangan', 0.6511324048042297), ('rintangan', 0.640444815158844), ('penderitaan', 0.6280277967453003), ('godaan', 0.6167165637016296), ('kesukaran', 0.6127102971076965), ('kekecewaan', 0.6067577600479126)]"
4,keanehan,"[('kejanggalan', 0.6813580393791199), ('kesialan', 0.6632281541824341), ('halusinasi', 0.6399702429771423), ('kesalahpahaman', 0.6364129781723022), ('aneh', 0.6281688809394836), ('kebingungan', 0.6254797577857971), ('keganjilan', 0.6245741248130798), ('penampakan', 0.6185881495475769), ('kelucuan', 0.6012604236602783), ('kebohongan', 0.5969979763031006)]"
4,keberuntungan,"[('kesialan', 0.6328173279762268), ('sial', 0.6270531415939331), ('kebahagiaan', 0.605230987071991), ('rezeki', 0.5887640118598938), ('berkah', 0.5869368314743042), ('kegembiraan', 0.5597283244132996), ('keabadian', 0.5553873777389526), ('penghiburan', 0.5490579009056091), ('kemalangan', 0.5488972663879395), ('jimat', 0.5427978038787842)]"
4,kejutan,"[('kesialan', 0.6255329847335815), ('momen', 0.5796967148780823), ('kekecewaan', 0.575188934803009), ('sensasi', 0.5611998438835144), ('keributan', 0.5377439856529236), ('gebrakan', 0.5273980498313904), ('malapetaka', 0.5270317792892456), ('antusiasme', 0.5263437032699585), ('kemalangan', 0.5263094305992126), ('keberuntungan', 0.5228898525238037)]"
4,kejadiannya,"[('kejadian', 0.6042938828468323), ('eksekusinya', 0.5016005039215088), ('perhitungan', 0.4924046993255615), ('berlalunya', 0.4916692078113556), ('tundaan', 0.48068591952323914), ('kehamilan', 0.4778937101364136), ('peristiwa', 0.47312358021736145), ('selang', 0.4661042094230652), ('tenggat', 0.46603089570999146), ('hitungan', 0.46534812450408936)]"
4,fenomena,"[('gejala', 0.59129399061203), ('paradoks', 0.5892882943153381), ('teori', 0.5855037569999695), ('ilusi', 0.5827755331993103), ('anomali', 0.5717781782150269), ('konsep', 0.5696925520896912), ('keanehan', 0.5674418210983276), ('halusinasi', 0.5565112233161926), ('meme', 0.5533879399299622), ('substansi', 0.5530521869659424)]"
4,penampakan,"[('keanehan', 0.6185880899429321), ('mukjizat', 0.5568541288375854), ('penglihatan', 0.5529184341430664), ('ufo', 0.5419508218765259), ('kejadian', 0.5324707627296448), ('komet', 0.5206568837165833), ('kenampakan', 0.5168197154998779), ('aneh', 0.5068673491477966), ('fenomena', 0.4984094798564911), ('penggambaran', 0.49574241042137146)]"
4,pergolakan,"[('gejolak', 0.768542468547821), ('kekacauan', 0.7159456610679626), ('perpecahan', 0.7065362334251404), ('ketidakstabilan', 0.7045040726661682), ('kericuhan', 0.6961024403572083), ('kekisruhan', 0.6842352747917175), ('pertikaian', 0.6828708648681641), ('penindasan', 0.6759679913520813), ('kemerosotan', 0.6747912764549255), ('ketegangan', 0.6708709597587585)]"
4,rentetan,"[('serentetan', 0.6348790526390076), ('klimaks', 0.5786505937576294), ('peristiwa', 0.5413715839385986), ('susulan', 0.5250766277313232), ('ledakan', 0.5084273815155029), ('penyanderaan', 0.5073560476303101), ('tembakan', 0.5047136545181274), ('pengeboman', 0.504437267780304), ('meledaknya', 0.5009979605674744), ('pembajakan', 0.49978917837142944)]"
4,kericuhan,"[('keributan', 0.7820664048194885), ('percekcokan', 0.7491340041160583), ('bentrokan', 0.7390442490577698), ('pertikaian', 0.7325613498687744), ('kerusuhan', 0.7310936450958252), ('kegemparan', 0.7105808854103088), ('kekacauan', 0.704030454158783), ('kepanikan', 0.7004578709602356), ('pergolakan', 0.6961023807525635), ('perselisihan', 0.6916387677192688)]"
4,demonstrasi,"[('protes', 0.7934476733207703), ('pemogokan', 0.7438275218009949), ('kerusuhan', 0.6805012226104736), ('boikot', 0.6578859686851501), ('unjuk', 0.642197847366333), ('aksi', 0.642108142375946), ('pawai', 0.636951208114624), ('pembantaian', 0.5974276065826416), ('penembakan', 0.5971705317497253), ('pemboikotan', 0.5830284357070923)]"
4,keributan,"[('pertengkaran', 0.8076660633087158), ('perkelahian', 0.783987283706665), ('kericuhan', 0.7820663452148438), ('kegemparan', 0.7158790826797485), ('kegaduhan', 0.7072086930274963), ('kepanikan', 0.7024277448654175), ('bentrokan', 0.7016783952713013), ('kehebohan', 0.6998135447502136), ('kebingungan', 0.6938782930374146), ('percekcokan', 0.6775659322738647)]"
4,kepanikan,"[('kekacauan', 0.7673985958099365), ('kehebohan', 0.7649620771408081), ('kegemparan', 0.7639124989509583), ('ketidaknyamanan', 0.7196734547615051), ('keresahan', 0.7161442041397095), ('kebingungan', 0.716081440448761), ('kemarahan', 0.7106176018714905), ('kegelisahan', 0.7088760733604431), ('keributan', 0.7024278044700623), ('kericuhan', 0.7004578709602356)]"
4,pemberontakan,"[('perlawanan', 0.7096338868141174), ('kudeta', 0.6765631437301636), ('pemberontak', 0.6660214066505432), ('kerusuhan', 0.6628199815750122), ('memberontak', 0.6483967304229736), ('penyerangan', 0.6374685764312744), ('pengepungan', 0.6334012150764465), ('peperangan', 0.6308684945106506), ('penyerbuan', 0.630459189414978), ('pemberontakkan', 0.6270730495452881)]"
4,protes,"[('demonstrasi', 0.793447732925415), ('boikot', 0.7361669540405273), ('penentangan', 0.68438720703125), ('kecaman', 0.6793701648712158), ('pemboikotan', 0.6756014823913574), ('ketidakpuasan', 0.669866681098938), ('provokasi', 0.6689449548721313), ('pemogokan', 0.6689385175704956), ('penolakan', 0.6578033566474915), ('kerusuhan', 0.6490380764007568)]"
4,genosida,"[('pembantaian', 0.698032796382904), ('holocaust', 0.6674471497535706), ('pemerkosaan', 0.6454505920410156), ('holokaus', 0.6323965787887573), ('rwanda', 0.62941974401474), ('penyiksaan', 0.6173568964004517), ('pogrom', 0.613706111907959), ('pembunuhan', 0.613131582736969), ('kekejaman', 0.6103218197822571), ('penganiayaan', 0.6071105599403381)]"
4,penjarahan,"[('penghancuran', 0.7591239809989929), ('pengrusakan', 0.6865314245223999), ('pembantaian', 0.682580292224884), ('penganiayaan', 0.6822633743286133), ('perampokan', 0.6762911677360535), ('penggerebekan', 0.6748414635658264), ('kekejaman', 0.6674659848213196), ('pengusiran', 0.6663585305213928), ('penindasan', 0.6626718044281006), ('perusakan', 0.6614971160888672)]"
4,pogrom,"[('pembantaian', 0.6469404697418213), ('ghetto', 0.6253575682640076), ('genosida', 0.6137059926986694), ('penjarahan', 0.5739421844482422), ('kerusuhan', 0.5713704824447632), ('holokaus', 0.5681780576705933), ('holocaust', 0.5649018883705139), ('penindasan', 0.5607708096504211), ('srebrenica', 0.5593516826629639), ('kishinev', 0.5430256724357605)]"
4,kontroversi,"[('polemik', 0.6978310346603394), ('kehebohan', 0.6842716336250305), ('perdebatan', 0.6802270412445068), ('skandal', 0.6584485173225403), ('kegemparan', 0.6421628594398499), ('spekulasi', 0.6421096324920654), ('kesalahpahaman', 0.6194518208503723), ('kecurigaan', 0.6054822206497192), ('kecaman', 0.5907093286514282), ('protes', 0.5833097100257874)]"
4,calciopoli,"[('skandal', 0.6372707486152649), ('totonero', 0.6130520701408386), ('penyuapan', 0.611243486404419), ('perkosaan', 0.5400376319885254), ('pengeroyokan', 0.5314874649047852), ('pemberangusan', 0.5271393656730652), ('dipecatnya', 0.5260457396507263), ('pemenjaraan', 0.5249386429786682), ('malapraktik', 0.5234389305114746), ('penikaman', 0.5230838060379028)]"
4,penipuan,"[('pencurian', 0.7923715710639954), ('pemalsuan', 0.7719700932502747), ('pemerasan', 0.752841055393219), ('penggelapan', 0.7428044676780701), ('kecurangan', 0.7298850417137146), ('penyuapan', 0.7177488803863525), ('intimidasi', 0.7011247277259827), ('penyelewengan', 0.6988888382911682), ('perampokan', 0.6862763166427612), ('penyalahgunaan', 0.669342041015625)]"
4,kecurangan,"[('penipuan', 0.7298850417137146), ('penyelewengan', 0.7070526480674744), ('pemerasan', 0.6774888634681702), ('intimidasi', 0.6640744209289551), ('penyuapan', 0.6584486961364746), ('pengkhianatan', 0.6376837491989136), ('penggelapan', 0.634890615940094), ('perkosaan', 0.6285853385925293), ('nepotisme', 0.6202487349510193), ('pemukulan', 0.6186904311180115)]"
4,kekisruhan,"[('pergolakan', 0.6842352747917175), ('kehebohan', 0.6839422583580017), ('kisruh', 0.6700595021247864), ('kericuhan', 0.668786883354187), ('kegemparan', 0.6568275690078735), ('kevakuman', 0.655806839466095), ('kemerosotan', 0.6554499864578247), ('pertikaian', 0.6430461406707764), ('kepanikan', 0.6421364545822144), ('perselisihan', 0.6386813521385193)]"
